Frequenza,Territorio,Indicatore,Sesso,Classe di età,Anno,Osservazione,Stato dell’osservazione,Nota - Territorio,Nota - Indicatore,Nota - Sesso,Nota - Classi di età,Nota - Dataset
Annuale,Torricella,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'2,072',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,'6,059',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,'7,327',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,'8,386',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,'8,794',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,'9,517',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,'9,387',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,'10,372',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,'10,933',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,'12,265',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'14,736',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'15,121',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'15,761',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'14,279',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,'12,705',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,'12,598',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,'10,440',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,'8,317',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,'5,389',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,'2,613',,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,712,,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,88,,,,,,
Annuale,Provincia di Brindisi,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'195,799',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,'1,349',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,'1,670',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,'1,934',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,'2,032',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,'2,125',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,'1,927',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,'2,182',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,'2,317',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,'2,647',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'3,286',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'3,356',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'3,457',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'3,202',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,'2,862',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,'2,736',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,'2,392',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,'1,774',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,'1,108',,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,517,,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,129,,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,21,,,,,,
Annuale,Brindisi,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'43,023',,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,303,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,404,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,402,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,362,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,405,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,462,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,467,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,515,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,553,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,661,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,662,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,670,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,579,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,513,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,456,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,386,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,339,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,186,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,103,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,23,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,3,,,,,,
Annuale,Carovigno,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'8,454',,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,267,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,335,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,396,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,416,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,408,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,451,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,463,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,558,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,594,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,755,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,766,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,798,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,745,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,664,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,659,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,519,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,427,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,313,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,144,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,54,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,4,,,,,,
Annuale,Ceglie Messapica,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'9,736',,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,84,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,106,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,138,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,139,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,135,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,134,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,168,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,162,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,196,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,237,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,247,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,246,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,233,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,239,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,223,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,194,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,149,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,92,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,61,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,12,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Cellino San Marco,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'3,197',,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,146,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,216,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,199,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,257,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,255,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,255,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,274,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,298,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,340,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,388,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,457,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,494,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,450,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,362,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,404,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,322,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,316,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,225,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,114,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,32,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,5,,,,,,
Annuale,Cisternino,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'5,809',,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,139,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,162,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,170,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,212,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,225,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,241,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,283,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,261,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,268,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,293,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,319,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,324,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,287,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,260,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,243,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,190,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,168,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,121,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,53,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,2,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Erchie,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'4,223',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,662,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,780,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,869,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,794,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,'1,033',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,'1,066',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,'1,119',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,'1,173',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,'1,295',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'1,509',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'1,509',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'1,670',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'1,432',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,'1,232',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,'1,206',,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,903,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,790,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,497,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,254,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,78,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,7,,,,,,
Annuale,Fasano,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'19,878',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,585,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,745,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,850,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,'1,007',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,956,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,917,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,'1,056',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,'1,083',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,'1,144',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'1,355',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'1,347',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'1,373',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'1,243',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,'1,078',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,'1,115',,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,897,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,616,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,420,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,184,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,64,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,6,,,,,,
Annuale,Francavilla Fontana,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'18,041',,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,199,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,235,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,300,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,323,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,348,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,377,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,363,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,372,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,427,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,522,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,567,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,572,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,517,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,434,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,404,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,377,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,305,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,220,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,83,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,31,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,2,,,,,,
Annuale,Latiano,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'6,978',,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,394,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,438,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,551,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,579,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,599,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,571,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,705,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,725,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,868,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,'1,065',,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,'1,077',,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,'1,087',,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,'1,032',,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,892,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,934,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,825,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,607,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,403,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,188,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,45,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,8,,,,,,
Annuale,Mesagne,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'13,593',,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,229,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,280,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,328,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,15-19 anni,2022,325,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,20-24 anni,2022,387,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,25-29 anni,2022,356,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,30-34 anni,2022,430,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,35-39 anni,2022,423,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,40-44 anni,2022,504,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,45-49 anni,2022,581,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,50-54 anni,2022,561,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,55-59 anni,2022,645,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,60-64 anni,2022,511,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,65-69 anni,2022,475,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,70-74 anni,2022,471,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,75-79 anni,2022,364,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,80-84 anni,2022,310,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,85-89 anni,2022,205,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,90-94 anni,2022,99,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,95-99 anni,2022,28,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,100 anni e più,2022,3,,,,,,
Annuale,Oria,Popolazione residente al 31 dicembre,Femmine,Totale,2022,'7,515',,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,Fino a 4 anni,2022,427,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,5-9 anni,2022,522,,,,,,
Annuale,Ostuni,Popolazione residente al 31 dicembre,Femmine,10-14 anni,2022,610,,,,,,
